abogado,hombres,género
acomodador,hombres,género
actor,hombres,género
administrador,hombres,género
adonis,hombres,género
aficionado,hombres,género
agricultor,hombres,género
ahijado,hombres,género
alabardero,hombres,género
alcalde,hombres,género
amigo,hombres,género
anciano,hombres,género
anfitrión,hombres,género
arador,hombres,género
arquitecto,hombres,género
arrendatario,hombres,género
arriero,hombres,género
artillero,hombres,género
asesino,hombres,género
asesor,hombres,género
aviador,hombres,género
bailarín,hombres,género
barquero,hombres,género
barrendero,hombres,género
basurero,hombres,género
bracero,hombres,género
bribón,hombres,género
caballero,hombres,género
cabrero,hombres,género
camarero,hombres,género
canalla,hombres,género
capataz,hombres,género
casanova,hombres,género
cazador,hombres,género
chambelán,hombres,género
charlatán,hombres,género
chico,hombres,género
chino,hombres,género
chiquillo,hombres,género
científico,hombres,género
ciudadano,hombres,género
colegial,hombres,género
compañero,hombres,género
comprador,hombres,género
conductor,hombres,género
conquistador,hombres,género
conservador,hombres,género
constructor,hombres,género
cornudo,hombres,género
corsario,hombres,género
coyote,hombres,género
cuidador,hombres,género
dandy,hombres,género
defensor,hombres,género
desguazador,hombres,género
deshollinador,hombres,género
desollador,hombres,género
director,hombres,género
diseñador,hombres,género
divorciado,hombres,género
doctor,hombres,género
duende,hombres,género
empleado,hombres,género
enamorado,hombres,género
encargado,hombres,género
escardador,hombres,género
esclavo,hombres,género
espigador,hombres,género
esposo,hombres,género
estibador,hombres,género
eunuco,hombres,género
examinador,hombres,género
fanfarrón,hombres,género
farmacéutico,hombres,género
fisgón,hombres,género
gallito,hombres,género
generalísimo,hombres,género
gitano,hombres,género
golfillo,hombres,género
golfo,hombres,género
granjero,hombres,género
granuja,hombres,género
guardián,hombres,género
hermano,hombres,género
hermanito,hombres,género
hijo,hombres,género
hombre,hombres,género
hombres,hombres,género
huérfano,hombres,género
húsar,hombres,género
infiltrado,hombres,género
ingeniero,hombres,género
inquilino,hombres,género
inspector,hombres,género
instructor,hombres,género
investigador,hombres,género
jefe,hombres,género
jeque,hombres,género
jornalero,hombres,género
juez,hombres,género
júnior,hombres,género
labriego,hombres,género
ladrón,hombres,género
leñador,hombres,género
limpiador,hombres,género
macho,hombres,género
maestro,hombres,género
mamón,hombres,género
marido,hombres,género
marinero,hombres,género
matón,hombres,género
mayordomo,hombres,género
minero,hombres,género
mirón,hombres,género
mozo,hombres,género
médico,hombres,género
negro,hombres,género
niño,hombres,género
novio,hombres,género
observador,hombres,género
padre,hombres,género
panadero,hombres,género
pastor,hombres,género
patriarca,hombres,género
patrón,hombres,género
patán,hombres,género
peregrino,hombres,género
petimetre,hombres,género
peón,hombres,género
pintor,hombres,género
pionero,hombres,género
polígamo,hombres,género
porquero,hombres,género
portero,hombres,género
postulador,hombres,género
preso,hombres,género
primo,hombres,género
prisionero,hombres,género
profesor,hombres,género
propietario,hombres,género
proxeneta,hombres,género
príncipe,hombres,género
putero,hombres,género
pícaro,hombres,género
rastreador,hombres,género
recadero,hombres,género
recaudador,hombres,género
recogedor,hombres,género
revisor,hombres,género
sabueso,hombres,género
sacristán,hombres,género
sansón,hombres,género
segador,hombres,género
sepulturero,hombres,género
señor,hombres,género
sherlock,hombres,género
sobrecargo,hombres,género
sobrino,hombres,género
socio,hombres,género
soltero,hombres,género
sonámbulo,hombres,género
sr,hombres,género
superintendente,hombres,género
tarzán,hombres,género
tendedero,hombres,género
terrateniente,hombres,género
timonel,hombres,género
trabajador,hombres,género
vecino,hombres,género
vejete,hombres,género
vencedor,hombres,género
veterano,hombres,género
veterinario,hombres,género
viejo,hombres,género
violador,hombres,género
viudo,hombres,género
voyeur,hombres,género
zagal,hombres,género
adolescente,indefinido,unmarked
agente,indefinido,unmarked
alguacil,indefinido,unmarked
árbitro,indefinido,unmarked
atleta,indefinido,unmarked
auxiliar,indefinido,unmarked
ayudante,indefinido,unmarked
bebé,indefinido,unmarked
bombero,indefinido,unmarked
camarada,indefinido,unmarked
capitán,indefinido,unmarked
che,indefinido,unmarked
comandante,indefinido,unmarked
coronel,indefinido,unmarked
conserje,indefinido,unmarked
consorte,indefinido,unmarked
contramaestre,indefinido,unmarked
contratista,indefinido,unmarked
copiloto,indefinido,unmarked
curador,indefinido,unmarked
cómplice,indefinido,unmarked
dentista,indefinido,unmarked
deportista,indefinido,unmarked
detective,indefinido,unmarked
dietista,indefinido,unmarked
disidente,indefinido,unmarked
escolta,indefinido,unmarked
espía,indefinido,unmarked
estudiante,indefinido,unmarked
ex,indefinido,unmarked
fan,indefinido,unmarked
fisioterapeuta,indefinido,unmarked
gendarme,indefinido,unmarked
guerrillero,indefinido,unmarked
guardabosques,indefinido,unmarked
guardacostas,indefinido,unmarked
guía,indefinido,unmarked
habitante,indefinido,unmarked
hincha,indefinido,unmarked
huelguista,indefinido,unmarked
huésped,indefinido,unmarked
individuo,indefinido,unmarked
infante,indefinido,unmarked
jardinero,indefinido,unmarked
jinete,indefinido,unmarked
joven,indefinido,unmarked
kamikaze,indefinido,unmarked
lactante,indefinido,unmarked
logopeda,indefinido,unmarked
mánager,indefinido,unmarked
manitas,indefinido,género
mentalista,indefinido,género
militar,indefinido,unmarked
motociclista,indefinido,unmarked
navegante,indefinido,unmarked
oficial,indefinido,unmarked
pasajero,indefinido,unmarked
periodista,indefinido,unmarked
piloto,indefinido,unmarked
poli,indefinido,unmarked
policía,indefinido,unmarked
presidente,indefinido,unmarked
protagonista,indefinido,unmarked
recepcionista,indefinido,unmarked
recluta,indefinido,unmarked
representante,indefinido,unmarked
sargento,indefinido,unmarked
soldado,indefinido,unmarked
subcontratista,indefinido,unmarked
submarinista,indefinido,unmarked
suboficial,indefinido,unmarked
taxista,indefinido,unmarked
testigo,indefinido,unmarked
transportista,indefinido,unmarked
turista,indefinido,unmarked
ujier,indefinido,unmarked
vejestorio,indefinido,unmarked
vigilante,indefinido,unmarked
abogada,mujeres,género
abuela,mujeres,género
acomodadora,mujeres,género
actriz,mujeres,género
administradora,mujeres,género
aficionada,mujeres,género
agricultora,mujeres,género
ahijada,mujeres,género
alcaldesa,mujeres,género
ama,mujeres,género
amada,mujeres,género
amante,mujeres,género
amiga,mujeres,género
anciana,mujeres,género
anfitriona,mujeres,género
animadora,mujeres,género
arquitecta,mujeres,género
arrendataria,mujeres,género
asesora,mujeres,género
asistenta,mujeres,género
aviadora,mujeres,género
azafata,mujeres,género
bailarina,mujeres,género
baronesa,mujeres,género
barrendera,mujeres,género
cabrera,mujeres,género
camarera,mujeres,género
casada,mujeres,género
cenicienta,mujeres,género
charlatana,mujeres,género
chica,mujeres,género
china,mujeres,género
chismosa,mujeres,género
científica,mujeres,género
ciudadana,mujeres,género
colegiala,mujeres,género
compañera,mujeres,género
compradora,mujeres,género
concubina,mujeres,género
condesa,mujeres,género
conductora,mujeres,género
conquistadora,mujeres,género
cornuda,mujeres,género
cortesana,mujeres,género
cuidadora,mujeres,género
dalila,mujeres,género
dama,mujeres,género
damisela,mujeres,género
defensora,mujeres,género
directora,mujeres,género
diseñadora,mujeres,género
divorciada,mujeres,género
doctora,mujeres,género
doncella,mujeres,género
dríada,mujeres,género
dríade,mujeres,género
dulcinea,mujeres,género
duquesa,mujeres,género
embarazada,mujeres,género
empleada,mujeres,género
enamorada,mujeres,género
encargada,mujeres,género
enfermera,mujeres,género
enviada,mujeres,género
esclava,mujeres,género
esposa,mujeres,género
examinadora,mujeres,género
farmacéutica,mujeres,género
fisgona,mujeres,género
geisha,mujeres,género
gitana,mujeres,género
granjera,mujeres,género
guardiana,mujeres,género
hamadríade,mujeres,género
hechicera,mujeres,género
hermana,mujeres,género
hermanastra,mujeres,género
hermanita,mujeres,género
heroína,mujeres,género
hija,mujeres,género
hurí,mujeres,género
huérfana,mujeres,género
infanta,mujeres,género
infiltrada,mujeres,género
ingeniera,mujeres,género
inquilina,mujeres,género
inspectora,mujeres,género
instructora,mujeres,género
investigadora,mujeres,género
jefa,mujeres,género
jequesa,mujeres,género
jueza,mujeres,género
ladrona,mujeres,género
lesbiana,mujeres,género
limpiadora,mujeres,género
literata,mujeres,género
madre,mujeres,género
maestra,mujeres,género
mamá,mujeres,género
marimacho,mujeres,género
marinera,mujeres,género
marquesa,mujeres,género
materfamilias,mujeres,género
matriarca,mujeres,género
matrona,mujeres,género
mestiza,mujeres,género
minera,mujeres,género
moza,mujeres,género
mucama,mujeres,género
muchacha,mujeres,género
mujer,mujeres,género
mujercita,mujeres,género
mujeres,mujeres,género
mujerzuela,mujeres,género
médica,mujeres,género
ménade,mujeres,género
milady,mujeres,género
negra,mujeres,género
ninfa,mujeres,género
niña,mujeres,género
niñata,mujeres,género
niñera,mujeres,género
novia,mujeres,género
nulípara,mujeres,género
odalisca,mujeres,género
partera,mujeres,género
pastora,mujeres,género
peregrina,mujeres,género
pintora,mujeres,género
pionera,mujeres,género
porquera,mujeres,género
portera,mujeres,género
presa,mujeres,género
prima,mujeres,género
primigrávida,mujeres,género
princesa,mujeres,género
prisionera,mujeres,género
profesora,mujeres,género
propietaria,mujeres,género
prostituta,mujeres,género
ramera,mujeres,género
recaudadora,mujeres,género
reina,mujeres,género
revisora,mujeres,género
secretaria,mujeres,género
secundigravida,mujeres,género
señora,mujeres,género
señorita,mujeres,género
sierva,mujeres,género
sirvienta,mujeres,género
sobrina,mujeres,género
socia,mujeres,género
soltera,mujeres,género
sonámbula,mujeres,género
sra,mujeres,género
sílfide,mujeres,género
tendedera,mujeres,género
trabajadora,mujeres,género
tía,mujeres,género
vamp,mujeres,género
vecina,mujeres,género
vencedora,mujeres,género
vendedora,mujeres,género
vestal,mujeres,género
veterinaria,mujeres,género
virago,mujeres,género
vireina,mujeres,género
viuda,mujeres,género
vizcondesa,mujeres,género
abogados,hombres,género
acomodadores,hombres,género
actores,hombres,género
administradores,hombres,género
aficionados,hombres,género
agricultores,hombres,género
ahijados,hombres,género
alabarderos,hombres,género
alcaldes,hombres,género
ancianos,hombres,género
anfitriones,hombres,género
aradores,hombres,género
arquitectos,hombres,género
arrendatarios,hombres,género
arrieros,hombres,género
artilleros,hombres,género
asesinos,hombres,género
asesores,hombres,género
aviadores,hombres,género
bailarines,hombres,género
barqueros,hombres,género
barrenderos,hombres,género
basureros,hombres,género
braceros,hombres,género
bribones,hombres,género
caballeros,hombres,género
cabreros,hombres,género
camareros,hombres,género
canallas,hombres,género
capataces,hombres,género
casanovas,hombres,género
cazadores,hombres,género
chambelanes,hombres,género
charlatanes,hombres,género
chicos,hombres,género
chinos,hombres,género
chiquillos,hombres,género
científicos,hombres,género
ciudadanos,hombres,género
colegiales,hombres,género
compañeros,hombres,género
compradores,hombres,género
conductores,hombres,género
conquistadores,hombres,género
conservadores,hombres,género
constructores,hombres,género
cornudos,hombres,género
corsarios,hombres,género
coyotes,hombres,género
cuidadores,hombres,género
dandis,hombres,género
defensores,hombres,género
desguazadores,hombres,género
deshollinadores,hombres,género
desolladores,hombres,género
directores,hombres,género
diseñadores,hombres,género
divorciados,hombres,género
doctores,hombres,género
duendes,hombres,género
empleados,hombres,género
enamorados,hombres,género
encargados,hombres,género
escardadores,hombres,género
esclavos,hombres,género
espigadores,hombres,género
esposos,hombres,género
estibadores,hombres,género
eunucos,hombres,género
examinadores,hombres,género
fanfarrónes,hombres,género
farmacéuticos,hombres,género
fisgónes,hombres,género
gallitos,hombres,género
generalísimos,hombres,género
gitanos,hombres,género
golfillos,hombres,género
golfos,hombres,género
granjeros,hombres,género
granujas,hombres,género
guardiánes,hombres,género
hermanos,hombres,género
hermanitos,hombres,género
hijos,hombres,género
hombreses,hombreses,género
huérfanos,hombres,género
húsares,hombres,género
infiltrados,hombres,género
ingenieros,hombres,género
inquilinos,hombres,género
inspectores,hombres,género
instructores,hombres,género
investigadores,hombres,género
jefes,hombres,género
jeques,hombres,género
jornaleros,hombres,género
juezes,hombres,género
labriegos,hombres,género
ladrones,hombres,género
leñadores,hombres,género
limpiadores,hombres,género
machos,hombres,género
maestros,hombres,género
mamones,hombres,género
maridos,hombres,género
marineros,hombres,género
matónes,hombres,género
mayordomos,hombres,género
mineros,hombres,género
mirones,hombres,género
mozos,hombres,género
médicos,hombres,género
negros,hombres,género
niños,hombres,género
novios,hombres,género
pastores,hombres,género
patriarcas,hombres,género
patrones,hombres,género
patanes,hombres,género
peregrinos,hombres,género
petimetres,hombres,género
peones,hombres,género
pintores,hombres,género
pioneros,hombres,género
polígamos,hombres,género
porqueros,hombres,género
porteros,hombres,género
postuladores,hombres,género
presos,hombres,género
primos,hombres,género
prisioneros,hombres,género
profesores,hombres,género
propietarios,hombres,género
príncipes,hombres,género
puteros,hombres,género
pícaros,hombres,género
rastreadores,hombres,género
recaderos,hombres,género
recaudadores,hombres,género
recogedores,hombres,género
revisores,hombres,género
sabuesos,hombres,género
sacristanes,hombres,género
sansones,hombres,género
segadores,hombres,género
sepultureros,hombres,género
señores,hombres,género
sobrecargos,hombres,género
sobrinos,hombres,género
socios,hombres,género
solteros,hombres,género
sonámbulos,hombres,género
sres,hombres,género
srs,hombres,género
superintendentes,hombres,género
tarzánes,hombres,género
tendederos,hombres,género
terratenientes,hombres,género
timoneles,hombres,género
trabajadores,hombres,género
vejetes,hombres,género
vencedores,hombres,género
veteranos,hombres,género
veterinarios,hombres,género
vecinos,hombres,género
viejos,hombres,género
violadores,hombres,género
viudos,hombres,género
zagales,hombres,género
abogadas,mujeres,género
abuelas,mujeres,género
acomodadoras,mujeres,género
actrices,mujeres,género
administradoras,mujeres,género
aficionadas,mujeres,género
agricultoras,mujeres,género
ahijadas,mujeres,género
alcaldesas,mujeres,género
amas,mujeres,género
amadas,mujeres,género
amantes,mujeres,género
amigas,mujeres,género
ancianas,mujeres,género
anfitrionas,mujeres,género
animadoras,mujeres,género
arquitectas,mujeres,género
arrendatarias,mujeres,género
asesoras,mujeres,género
asistentas,mujeres,género
aviadoras,mujeres,género
azafatas,mujeres,género
bailarinas,mujeres,género
baronesas,mujeres,género
barrenderas,mujeres,género
cabreras,mujeres,género
camareras,mujeres,género
casadas,mujeres,género
cenicientas,mujeres,género
charlatanas,mujeres,género
chicas,mujeres,género
chinas,mujeres,género
chismosas,mujeres,género
científicas,mujeres,género
ciudadanas,mujeres,género
colegialas,mujeres,género
compañeras,mujeres,género
compradoras,mujeres,género
concubinas,mujeres,género
condesas,mujeres,género
conductoras,mujeres,género
conquistadoras,mujeres,género
cornudas,mujeres,género
cortesanas,mujeres,género
cuidadoras,mujeres,género
dalilas,mujeres,género
damas,mujeres,género
damiselas,mujeres,género
defensoras,mujeres,género
directoras,mujeres,género
diseñadoras,mujeres,género
divorciadas,mujeres,género
doctoras,mujeres,género
doncellas,mujeres,género
dulcineas,mujeres,género
duquesas,mujeres,género
embarazadas,mujeres,género
empleadas,mujeres,género
enamoradas,mujeres,género
encargadas,mujeres,género
enfermeras,mujeres,género
enviadas,mujeres,género
esclavas,mujeres,género
esposas,mujeres,género
examinadoras,mujeres,género
farmacéuticas,mujeres,género
fisgonas,mujeres,género
geishas,mujeres,género
gitanas,mujeres,género
granjeras,mujeres,género
guardianas,mujeres,género
hechiceras,mujeres,género
hermanas,mujeres,género
hermanastras,mujeres,género
hermanitas,mujeres,género
heroínas,mujeres,género
hijas,mujeres,género
huríes,mujeres,género
huérfanas,mujeres,género
infantas,mujeres,género
infiltradas,mujeres,género
ingenieras,mujeres,género
inquilinas,mujeres,género
inspectoras,mujeres,género
instructoras,mujeres,género
investigadoras,mujeres,género
jefas,mujeres,género
jequesas,mujeres,género
juezas,mujeres,género
ladronas,mujeres,género
lesbianas,mujeres,género
limpiadoras,mujeres,género
literatas,mujeres,género
maestras,mujeres,género
mamás,mujeres,género
marimachos,mujeres,género
marineras,mujeres,género
marquesas,mujeres,género
matriarcas,mujeres,género
matronas,mujeres,género
mestizas,mujeres,género
mineras,mujeres,género
mozas,mujeres,género
mucamas,mujeres,género
muchachas,mujeres,género
mujercitas,mujeres,género
mujerzuelas,mujeres,género
médicas,mujeres,género
negras,mujeres,género
ninfas,mujeres,género
niñas,mujeres,género
niñatas,mujeres,género
niñeras,mujeres,género
novias,mujeres,género
nulíparas,mujeres,género
odaliscas,mujeres,género
parteras,mujeres,género
pastoras,mujeres,género
peregrinas,mujeres,género
pintoras,mujeres,género
pioneras,mujeres,género
porqueras,mujeres,género
porteras,mujeres,género
presas,mujeres,género
primas,mujeres,género
primigrávidas,mujeres,género
princesas,mujeres,género
prisioneras,mujeres,género
profesoras,mujeres,género
propietarias,mujeres,género
prostitutas,mujeres,género
rameras,mujeres,género
recaudadoras,mujeres,género
reinas,mujeres,género
revisoras,mujeres,género
secretarias,mujeres,género
señoras,mujeres,género
señoritas,mujeres,género
siervas,mujeres,género
sirenas,mujeres,género
sirvientas,mujeres,género
sobrinas,mujeres,género
socias,mujeres,género
solteras,mujeres,género
sonámbulas,mujeres,género
sras,mujeres,género
sílfidees,mujeres,género
tendederas,mujeres,género
trabajadoras,mujeres,género
tías,mujeres,género
vencedoras,mujeres,género
vecinas,mujeres,género
vendedoras,mujeres,género
vestales,mujeres,género
veterinarias,mujeres,género
vireinas,mujeres,género
viudas,mujeres,género
vizcondesas,mujeres,género
